     1 , 4195050.00
     2 , 4201568.50
     3 , 4122222.00
     4 , 3845003.00
     5 , 4010203.50
     6 , 3988077.50
     7 , 3681177.25
     8 , 3709950.25
     9 , 3567311.25
    10 , 3402834.25
    11 , 3279163.25
    12 , 3068755.75
    13 , 3054056.00
    14 , 2813166.50
    15 , 2681813.00
    16 , 2307821.50
    17 , 2171591.50
    18 , 1917209.50
    19 , 1731322.50
    20 , 1572978.50
    21 , 1226895.25
    22 ,  949009.56
    23 ,  698453.25
    24 ,  348743.38
    25 ,  389275.88
    26 ,   57174.49
    27 , -208279.16
    28 , -327577.41
    29 , -680470.38
    30 , -1042095.50
    31 , -1185865.38
    32 , -1485348.38
    33 , -1752312.25
    34 , -1844785.75
    35 , -2148671.00
    36 , -2196324.50
    37 , -2392072.00
    38 , -2715094.75
    39 , -2873368.75
    40 , -2986342.50
    41 , -3196479.00
    42 , -3330453.75
    43 , -3416560.25
    44 , -3529369.50
    45 , -3727972.50
    46 , -3769020.00
    47 , -3914368.25
    48 , -3883375.25
    49 , -3981413.00
    50 , -3974101.00
    51 , -4182002.50
    52 , -4119100.50
    53 , -4063065.75
    54 , -4093972.00
    55 , -4074883.50
    56 , -4022172.00
    57 , -4136783.50
    58 , -3732049.50
    59 , -3738319.25
    60 , -3704436.75
    61 , -3730453.00
    62 , -3563936.25
    63 , -3512134.50
    64 , -3222263.75
    65 , -3272793.00
    66 , -2925759.25
    67 , -2695166.00
    68 , -2516668.75
    69 , -2175486.25
    70 , -2052312.75
    71 , -1728896.38
    72 , -1606034.25
    73 , -1373156.62
    74 , -1298207.38
    75 , -946382.12
    76 , -668486.75
    77 , -453447.91
    78 , -173258.91
    79 ,  169472.22
    80 ,  294858.50
    81 ,  516988.88
    82 ,  834286.88
    83 , 1176517.00
    84 , 1306742.12
    85 , 1538006.88
    86 , 1776633.38
    87 , 2143154.00
    88 , 2199406.00
    89 , 2381865.50
    90 , 2836326.00
    91 , 2696097.50
    92 , 2845901.75
    93 , 3181855.50
    94 , 3265316.75
    95 , 3547443.50
    96 , 3518554.00
    97 , 3595514.00
    98 , 3789072.25
    99 , 3982440.00
   100 , 3790411.00
   101 , 3977591.75
   102 , 4148800.50
   103 , 4201010.00
   104 , 4175195.75
   105 , 4173312.75
   106 , 4242702.00
   107 , 4146563.00
   108 , 4121850.50
   109 , 4124637.50
   110 , 3951326.50
   111 , 3751500.50
   112 , 3633284.00
   113 , 3823894.25
   114 , 3531681.25
   115 , 3581617.50
   116 , 3407421.75
   117 , 3080477.50
   118 , 2970272.75
   119 , 2678462.00
   120 , 2567180.50
   121 , 2442978.50
   122 , 2392768.50
   123 , 1943182.62
   124 , 1740308.75
   125 , 1600063.75
   126 , 1326844.38
   127 , 1214347.62
   128 ,  770232.38
   129 ,  516063.38
   130 ,  369313.34
   131 ,  208234.38
   132 , -329359.50
   133 , -239701.89
   134 , -707793.06
   135 , -1037367.62
   136 , -1236647.25
   137 , -1401408.75
   138 , -1655954.88
   139 , -1880907.12
   140 , -2068504.38
   141 , -2277718.00
   142 , -2594307.75
   143 , -2708099.50
   144 , -2963632.75
   145 , -3020301.00
   146 , -3060801.75
   147 , -3471319.75
   148 , -3569936.75
   149 , -3548249.00
   150 , -3703331.00
   151 , -3832295.00
   152 , -3891413.25
   153 , -4152238.50
   154 , -4124274.75
   155 , -4239558.50
   156 , -4235477.50
   157 , -4213436.00
   158 , -3985916.00
   159 , -4108567.00
   160 , -4216643.00
   161 , -4000990.75
   162 , -3996015.75
   163 , -3819437.00
   164 , -3983363.50
   165 , -3694196.25
   166 , -3764289.75
   167 , -3467439.25
   168 , -3289805.75
   169 , -3241495.50
   170 , -3056001.75
   171 , -3025720.00
   172 , -2522497.75
   173 , -2495654.75
   174 , -2151375.75
   175 , -2156733.25
   176 , -1988642.00
   177 , -1656741.25
   178 , -1399498.50
   179 , -1029578.12
   180 , -1037032.56
   181 , -688683.50
   182 , -343494.41
   183 , -171863.36
   184 ,   62845.89
   185 ,  322885.53
   186 ,  638902.56
   187 ,  557352.81
   188 , 1127536.75
   189 , 1365928.25
   190 , 1504957.75
   191 , 1707781.00
   192 , 1895071.25
   193 , 2220807.25
   194 , 2334936.50
   195 , 2731732.50
   196 , 2758652.25
   197 , 2907828.00
   198 , 3199224.25
   199 , 3261881.00
   200 , 3552431.00
   201 , 3552836.00
   202 , 3608738.25
   203 , 3836973.50
   204 , 3892608.50
   205 , 3906441.25
   206 , 4125758.25
   207 , 4051989.25
   208 , 4138069.50
   209 , 4094619.00
   210 , 4009916.00
   211 , 4252055.00
   212 , 4173939.00
   213 , 4131793.00
   214 , 4188938.00
   215 , 3888895.00
   216 , 4048563.75
   217 , 3723093.00
   218 , 3795162.50
   219 , 3714234.75
   220 , 3327211.25
   221 , 3163868.75
   222 , 3243882.00
   223 , 2918491.75
   224 , 2779374.00
   225 , 2582934.50
   226 , 2407326.25
   227 , 2076520.25
   228 , 2022601.50
   229 , 1746443.38
   230 , 1478787.00
   231 , 1381815.75
   232 , 1157049.38
   233 ,  788406.50
   234 ,  796935.00
   235 ,  339861.12
   236 ,  -29193.56
   237 , -249830.25
   238 , -394026.31
   239 , -595358.81
   240 , -838946.25
   241 , -1113937.50
   242 , -1435555.62
   243 , -1649578.00
   244 , -1800873.38
   245 , -2091814.00
   246 , -2147301.00
   247 , -2468132.25
   248 , -2735900.50
   249 , -2849756.25
   250 , -3094597.00
   251 , -3188446.25
   252 , -3456083.00
   253 , -3458477.00
   254 , -3606584.25
   255 , -3543977.00
